headline,article_link,is_sarcastic,date
"Trump Replaces Legal Team with Eric and Don, Jr.",https://www.newyorker.com//humor/borowitz-report/trump-replaces-legal-team-with-eric-and-don-jr,1,"February 10, 2021"
"Daily Cartoon: Wednesday, February 10th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-february-10th-abduct-me,1,"February 10, 2021"
Real-Estate Listings for “Outdoor” Dining Spaces,https://www.newyorker.com//humor/daily-shouts/real-estate-listings-for-outdoor-dining-spaces,1,"February 10, 2021"
Trump’s Lawyers Stun Senate by Claiming Jared Made Him Do It,https://www.newyorker.com//humor/borowitz-report/trumps-lawyers-stun-senate-by-claiming-jared-made-him-do-it,1,"February 9, 2021"
No Mo’ FOMO,https://www.newyorker.com//humor/daily-shouts/no-mo-fomo,1,"February 9, 2021"
"Daily Cartoon: Tuesday, February 9th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-february-9th-left-bank,1,"February 9, 2021"
Movies That Would Have Been Better with Richard Kind in Them,https://www.newyorker.com//humor/daily-shouts/movies-that-would-have-been-better-with-richard-kind-in-them,1,"February 9, 2021"
Trump’s Lawyers Call for Dismissal of Trial on the Ground That They Will Never Collect Fees,https://www.newyorker.com//humor/borowitz-report/donald-trumps-lawyers-call-for-dismissal-of-trial-on-the-ground-that-they-will-never-collect-fees,1,"February 8, 2021"
Apartment Optical Illusions,https://www.newyorker.com//humor/daily-shouts/apartment-optical-illusions,1,"February 8, 2021"
Giuliani to Be First Guest of Lou Dobbs Total Landscaping,https://www.newyorker.com//humor/borowitz-report/giuliani-to-be-first-guest-of-lou-dobbs-total-landscaping,1,"February 8, 2021"
"Daily Cartoon: Monday, February 8th",https://www.newyorker.com//cartoons/daily-cartoon/monday-february-8th-super-bowl-cat,1,"February 8, 2021"
Americans Adamantly Refuse to Cash Stimulus Checks Unless Republicans Are Onboard,https://www.newyorker.com//humor/borowitz-report/americans-adamantly-refuse-to-cash-stimulus-checks-unless-republicans-are-onboard,1,"February 7, 2021"
Know Your Exercises,https://www.newyorker.com//humor/daily-shouts/know-your-exercises,1,"February 7, 2021"
Socially Responsible Things to Shout After Winning the Super Bowl,https://www.newyorker.com//humor/daily-shouts/socially-responsible-things-to-shout-after-winning-the-super-bowl,1,"February 6, 2021"
According to the Algorithm,https://www.newyorker.com//humor/daily-shouts/according-to-the-algorithm,1,"February 5, 2021"
Defiant Marjorie Taylor Greene Creates Own House Committee on Semitic Aerospace Weaponry,https://www.newyorker.com//humor/borowitz-report/defiant-marjorie-taylor-greene-creates-own-house-committee-on-semitic-aerospace-weaponry,1,"February 5, 2021"
"Daily Cartoon: Friday, February 5th",https://www.newyorker.com//cartoons/daily-cartoon/friday-february-5th-super-bowl,1,"February 5, 2021"
The Biggest Changes to the White House Under President Joe Biden,https://www.newyorker.com//humor/daily-shouts/the-biggest-changes-to-the-white-house-under-president-joe-biden,1,"February 5, 2021"
Trump Excitedly Accepts Democrats’ Offer to Star in New TV Show,https://www.newyorker.com//humor/borowitz-report/donald-trump-excitedly-accepts-democrats-offer-to-star-in-new-tv-show,1,"February 4, 2021"
Looks for the Glamorous Gourmand,https://www.newyorker.com//humor/daily-shouts/looks-for-the-glamorous-gourmand,1,"February 4, 2021"
Republicans Forgive Liz Cheney for Having Conscience,https://www.newyorker.com//humor/borowitz-report/republicans-forgive-liz-cheney-for-having-conscience,1,"February 4, 2021"
"Daily Cartoon: Thursday, February 4th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-february-4th-weather-report,1,"February 4, 2021"
How to Get a Good Night’s Sleep,https://www.newyorker.com//humor/daily-shouts/how-to-get-a-good-nights-sleep,1,"February 4, 2021"
Leaked Plotlines from the “Sex and the City” Reunion,https://www.newyorker.com//humor/daily-shouts/leaked-plotlines-from-the-sex-and-the-city-reunion,1,"February 3, 2021"
Obama Accused of Converting to Judaism to Obtain Lasers,https://www.newyorker.com//humor/borowitz-report/obama-accused-of-converting-to-judaism-to-obtain-lasers,1,"February 3, 2021"
"Daily Cartoon: Wednesday, February 3rd",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-february-3rd-be-reasonable,1,"February 3, 2021"
Some New Yoga Classes We’ve Added to the Schedule,https://www.newyorker.com//humor/daily-shouts/some-new-yoga-classes-weve-added-to-the-schedule,1,"February 3, 2021"
How to Draw Literary Cartoons,https://www.newyorker.com//cartoons/cartoon-desk/how-to-draw-literary-cartoons,1,"February 2, 2021"
Bonus Daily Cartoon: What Could Have Meme,https://www.newyorker.com//cartoons/daily-cartoon/bonus-daily-cartoon-what-could-have-meme,1,"February 2, 2021"
Things That Probably Aren’t in the Fridge,https://www.newyorker.com//humor/daily-shouts/things-that-probably-arent-in-the-fridge,1,"February 2, 2021"
Marjorie Taylor Greene Blames Blizzard on Jewish Space Snow Machines,https://www.newyorker.com//humor/borowitz-report/marjorie-taylor-greene-blames-blizzard-on-jewish-space-snow-machines,1,"February 2, 2021"
"Daily Cartoon: Tuesday, February 2nd",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-february-2nd-no-sun,1,"February 2, 2021"
Quarantine Brain: A Self-Diagnostic Guide,https://www.newyorker.com//humor/daily-shouts/quarantine-brain-a-self-diagnostic-guide,1,"February 2, 2021"
"Ten Groundhog Day Tips to Enjoy a Happy, Relaxing, and Safe Groundhog Season",https://www.newyorker.com//humor/daily-shouts/ten-groundhog-day-tips-to-enjoy-a-happy-relaxing-and-safe-groundhog-season,1,"February 1, 2021"
White House Dogs Dig Up Trump’s Tax Returns on South Lawn,https://www.newyorker.com//humor/borowitz-report/white-house-dogs-dig-up-donald-trumps-tax-returns-on-south-lawn,1,"February 1, 2021"
"Daily Cartoon: Monday, February 1st",https://www.newyorker.com//cartoons/daily-cartoon/monday-february-1st-domestic-tsktsks,1,"February 1, 2021"
Trump to Defend Self After Receiving Law Degree from Trump University,https://www.newyorker.com//humor/borowitz-report/trump-to-defend-self-after-receiving-law-degree-from-trump-university,1,"January 31, 2021"
Stuff You Did in Junior High That Would Be Fun to Do in the Office,https://www.newyorker.com//humor/daily-shouts/stuff-you-did-in-junior-high-that-would-be-fun-to-do-in-the-office,1,"January 31, 2021"
QAnon Fears That Greene’s Obsession with Jewish Space Lasers Is Distracting Her from Battling Baby-Eating Cannibals,https://www.newyorker.com//humor/borowitz-report/qanon-fears-that-greenes-obsession-with-jewish-space-lasers-is-distracting-her-from-battling-baby-eating-cannibals,1,"January 30, 2021"
"Top Travel Destinations for When the Pandemic Ends, in 2027",https://www.newyorker.com//humor/daily-shouts/top-travel-destinations-for-when-the-pandemic-ends-in-2027,1,"January 30, 2021"
The Most Daring Watercolorists of the Nineteenth Century,https://www.newyorker.com//humor/daily-shouts/the-most-daring-watercolorists-of-the-nineteenth-century,1,"January 29, 2021"
"Daily Cartoon: Friday, January 29th",https://www.newyorker.com//cartoons/daily-cartoon/friday-january-29th-robin-hood,1,"January 29, 2021"
Marjorie Taylor Greene Claims Video of Her Is Actually George Soros in Disguise,https://www.newyorker.com//humor/borowitz-report/marjorie-taylor-greene-claims-video-of-her-is-actually-george-soros-in-disguise,1,"January 29, 2021"
"Now That I’m Getting Married, I Need a Bamboo Cheese Board",https://www.newyorker.com//humor/daily-shouts/now-that-im-getting-married-i-need-a-bamboo-cheese-board,1,"January 29, 2021"
Kevin McCarthy Stuck with Check for Lunch at Mar-a-Lago,https://www.newyorker.com//humor/borowitz-report/kevin-mccarthy-stuck-with-check-for-lunch-at-mar-a-lago,1,"January 28, 2021"
Some Personal Failings in Winter Lockdown,https://www.newyorker.com//humor/daily-shouts/some-personal-failings-in-winter-lockdown,1,"January 28, 2021"
Marjorie Taylor Greene Making Americans Nostalgic for Wisdom of Sarah Palin,https://www.newyorker.com//humor/borowitz-report/marjorie-taylor-greene-making-americans-nostalgic-for-wisdom-of-sarah-palin,1,"January 28, 2021"
"Daily Cartoon: Thursday, January 28th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-january-28th-game-stop,1,"January 28, 2021"
How to Break Your Zillow Habit in 2021,https://www.newyorker.com//humor/daily-shouts/how-to-break-your-zillow-habit-in-2021,1,"January 28, 2021"
How to Craft in the New Year,https://www.newyorker.com//humor/daily-shouts/how-to-craft-in-the-new-year,1,"January 27, 2021"
"Daily Cartoon: Wednesday, January 27th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-january-27th-wishy-washy,1,"January 27, 2021"
Republicans Say It Is Unconstitutional to Hold Officials Accountable Unless They Are Hillary,https://www.newyorker.com//humor/borowitz-report/republicans-say-it-is-unconstitutional-to-hold-officials-accountable-unless-they-are-hillary,1,"January 27, 2021"
A Former “Bachelor” Contestant Applies for a Job at the Gap,https://www.newyorker.com//humor/daily-shouts/a-former-bachelor-contestant-applies-for-a-job-at-the-gap,1,"January 27, 2021"
"Republicans Against Impeachment Propose “Three Coup Attempts, You’re Out” Law",https://www.newyorker.com//humor/borowitz-report/republicans-against-impeachment-propose-three-coup-attempts-youre-out-law,1,"January 26, 2021"
Bonus Daily Cartoon: Meanwhile at Mar-a-Lago,https://www.newyorker.com//cartoons/daily-cartoon/bonus-daily-cartoon-meanwhile-at-mar-a-lago,1,"January 26, 2021"
Other Vaccines We Should Manufacture in 2021,https://www.newyorker.com//humor/daily-shouts/other-vaccines-we-should-manufacture-in-2021,1,"January 26, 2021"
Biden’s Coronavirus Plan Calls for Americans to Stay Home and Watch Impeachment,https://www.newyorker.com//humor/borowitz-report/bidens-coronavirus-plan-calls-for-americans-to-stay-home-and-watch-impeachment,1,"January 26, 2021"
"Daily Cartoon: Tuesday, January 26th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-january-26th-more-winter,1,"January 26, 2021"
"I’ve Become One of Those Women Who’re Always Talking About Their Boyfriends, But, in My Defense, We Haven’t Spent One Minute Apart in Ten Months",https://www.newyorker.com//humor/daily-shouts/ive-become-one-of-those-women-whos-always-talking-about-her-boyfriend-but-in-my-defense-we-havent-spent-one-minute-apart-in-ten-months,1,"January 26, 2021"
Karaoke Song Selections for the Future,https://www.newyorker.com//humor/daily-shouts/karaoke-song-selections-for-the-future,1,"January 25, 2021"
Giuliani Says He Cannot Pay $1.3 Billion in Damages Because He Does Not Know Any Real Billionaires,https://www.newyorker.com//humor/borowitz-report/giuliani-says-he-cannot-pay-dollar13-billion-in-damages-because-he-does-not-know-any-real-billionaires,1,"January 25, 2021"
"Daily Cartoon: Monday, January 25th",https://www.newyorker.com//cartoons/daily-cartoon/monday-january-25th-masked-robbery,1,"January 25, 2021"
Statistics I’ve Trusted Forever Without Verifying,https://www.newyorker.com//humor/daily-shouts/statistics-ive-trusted-forever-without-verifying,1,"January 24, 2021"
Shrinking QAnon to Merge with Elvis Conspiracy Theory,https://www.newyorker.com//humor/borowitz-report/shrinking-qanon-to-merge-with-elvis-conspiracy-theory,1,"January 23, 2021"
“1984” (Keeping in Mind that I’ve Never Read It),https://www.newyorker.com//humor/daily-shouts/1984-keeping-in-mind-that-ive-never-read-it,1,"January 23, 2021"
Lessons I’ve Learned in Online School,https://www.newyorker.com//humor/daily-shouts/lessons-ive-learned-in-online-school,1,"January 22, 2021"
"Daily Cartoon: Friday, January 22nd",https://www.newyorker.com//cartoons/daily-cartoon/friday-january-22nd-white-house-sage,1,"January 22, 2021"
Unchained Fauci Recites Entire Periodic Table of Elements at White House Briefing,https://www.newyorker.com//humor/borowitz-report/unchained-fauci-recites-entire-periodic-table-of-elements-at-white-house-briefing,1,"January 22, 2021"
Fran Lebowitz’s One-Star Amazon Reviews,https://www.newyorker.com//humor/daily-shouts/fran-lebowitzs-one-star-amazon-reviews,1,"January 22, 2021"
"Daily Cartoon: Thursday, January 21st",https://www.newyorker.com//cartoons/daily-cartoon/thursday-january-21st-trump-dump,1,"January 21, 2021"
The N.B.A.’s New COVID-19 Protocol,https://www.newyorker.com//humor/daily-shouts/the-nbas-new-covid-19-protocol,1,"January 21, 2021"
Biden Restores Obama-Era Spelling Rules,https://www.newyorker.com//humor/borowitz-report/joe-biden-restores-obama-era-spelling-rules,1,"January 20, 2021"
How to Draw Creepy Clowns,https://www.newyorker.com//culture/video-dept/how-to-draw-creepy-clowns,1,"January 20, 2021"
Dear Pepper: An Extrovert Wannabe,https://www.newyorker.com//humor/daily-shouts/dear-pepper-an-extrovert-wannabe,1,"January 20, 2021"
"Daily Cartoon: Wednesday, January 20th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-january-20th-oval-office,1,"January 20, 2021"
"If You Ask Me: Why I Spent the Pandemic with Nicole, Hugh, and Kaley",https://www.newyorker.com//humor/daily-shouts/if-you-ask-me-why-i-spent-the-pandemic-with-nicole-hugh-and-kaley,1,"January 20, 2021"
Liberals Traumatized by Agreeing with Mitch McConnell,https://www.newyorker.com//humor/borowitz-report/liberals-traumatized-by-agreeing-with-mitch-mcconnell,1,"January 19, 2021"
Bonus Daily Cartoon: Hold On a Sec,https://www.newyorker.com//cartoons/daily-cartoon/bonus-daily-cartoon-hold-on-a-sec,1,"January 19, 2021"
Mascots That Could Really Put Me at Ease Right Now,https://www.newyorker.com//humor/daily-shouts/mascots-that-could-really-put-me-at-ease-right-now,1,"January 19, 2021"
"Daily Cartoon: Tuesday, January 19th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-january-19th-pardon-day,1,"January 19, 2021"
White House Warns People Buying Pardons That Counterfeit Pardons Are Being Sold Online,https://www.newyorker.com//humor/borowitz-report/white-house-warns-people-buying-pardons-that-counterfeit-pardons-are-being-sold-online,1,"January 19, 2021"
Twenty-seven MAGA Definitions to Send It Off,https://www.newyorker.com//humor/daily-shouts/twenty-seven-maga-definitions-to-send-it-off,1,"January 19, 2021"
A Reading List for the Pandemic,https://www.newyorker.com//humor/daily-shouts/a-reading-list-for-the-pandemic,1,"January 18, 2021"
"Daily Cartoon: Monday, January 18th",https://www.newyorker.com//cartoons/daily-cartoon/monday-january-18th-shop-window,1,"January 18, 2021"
Other Things You Can Shout Into the Mirror Besides “Bloody Mary” If You Want Company During Quarantine,https://www.newyorker.com//humor/daily-shouts/other-things-you-can-shout-into-the-mirror-besides-bloody-mary-if-you-want-company-during-quarantine,1,"January 17, 2021"
Ask Kim Kierkegaardashian: To Slut or Not to Smut,https://www.newyorker.com//humor/daily-shouts/ask-kim-kierkegaardashian-to-slut-or-not-to-smut,1,"January 16, 2021"
Hot-Girl Shit,https://www.newyorker.com//humor/daily-shouts/hot-girl-shit,1,"January 15, 2021"
Bonus Daily Cartoon: Season 2,https://www.newyorker.com//cartoons/daily-cartoon/bonus-daily-cartoon-impeachment-season-2,1,"January 15, 2021"
"Daily Cartoon: Friday, January 15th",https://www.newyorker.com//cartoons/daily-cartoon/friday-january-15th-apartment-neighbor,1,"January 15, 2021"
How to Stream “The Office”,https://www.newyorker.com//humor/daily-shouts/how-to-stream-the-office,1,"January 15, 2021"
Congrats on Turning 2021!,https://www.newyorker.com//humor/daily-shouts/congrats-on-turning-2021,1,"January 14, 2021"
"Daily Cartoon: Thursday, January 14th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-january-14th-castle-mob,1,"January 14, 2021"
Major Spray-Tan Corporations Break Ties with Trump,https://www.newyorker.com//humor/borowitz-report/major-spray-tan-corporations-break-ties-with-trump,1,"January 14, 2021"
"“The Sisterhood of the Traveling Pants,” Only the Pants Fit No One and Now It’s a Horror Movie",https://www.newyorker.com//humor/daily-shouts/the-sisterhood-of-the-traveling-pants-only-the-pants-fit-no-one-and-now-its-a-horror-movie,1,"January 14, 2021"
Republicans Accuse Liz Cheney of Reading Constitution,https://www.newyorker.com//humor/borowitz-report/republicans-accuse-liz-cheney-of-reading-constitution,1,"January 13, 2021"
Post-Coronavirus Resocialization Programs,https://www.newyorker.com//humor/daily-shouts/post-coronavirus-resocialization-programs,1,"January 13, 2021"
